"pid","image_slug","post_id","galleryid","filename","description","alttext","imagedate","exclude","sortorder","meta_data","fullpath"
"212","100_8193","0","12","100_8193.jpg",,"100_8193","2011-04-10 15:49:25","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 10, 2011 3:49 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:170;s:13:""shutter_speed"";s:8:""1/30 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:2448;s:6:""height"";i:3264;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8193.jpg"
"213","100_8194","0","12","100_8194.jpg",,"100_8194","2011-04-10 15:49:31","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 10, 2011 3:49 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:181;s:13:""shutter_speed"";s:8:""1/30 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:2448;s:6:""height"";i:3264;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8194.jpg"
"214","100_8195","0","12","100_8195.jpg",,"100_8195","2011-04-10 15:49:38","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 10, 2011 3:49 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:150;s:13:""shutter_speed"";s:8:""1/30 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8195.jpg"
"215","100_8196","0","12","100_8196.jpg",,"100_8196","2011-04-10 15:49:41","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 10, 2011 3:49 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:125;s:13:""shutter_speed"";s:8:""1/30 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8196.jpg"
"216","100_8206","0","12","100_8206.jpg",,"100_8206","2011-04-11 10:28:43","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 10:28 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1250 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8206.jpg"
"217","100_8207","0","12","100_8207.jpg",,"100_8207","2011-04-11 10:28:46","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 10:28 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1250 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8207.jpg"
"218","100_8208","0","12","100_8208.jpg",,"100_8208","2011-04-11 10:28:49","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 5.6"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 10:28 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1250 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8208.jpg"
"219","100_8209","0","12","100_8209.jpg",,"100_8209","2011-04-11 10:28:53","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 10:28 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8209.jpg"
"220","100_8210","0","12","100_8210.jpg",,"100_8210","2011-04-11 10:28:56","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 5.6"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 10:28 am"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/800 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8210.jpg"
"221","100_8211","0","12","100_8211.jpg",,"100_8211","2011-04-11 12:09:42","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 12:09 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8211.jpg"
"222","100_8212","0","12","100_8212.jpg",,"100_8212","2011-04-11 12:10:09","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 12:10 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/800 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8212.jpg"
"223","100_8213","0","12","100_8213.jpg",,"100_8213","2011-04-11 12:10:53","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 12:10 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1250 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8213.jpg"
"224","100_8214","0","12","100_8214.jpg",,"100_8214","2011-04-11 12:11:33","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 5.6"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 12:11 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8214.jpg"
"225","100_8215","0","12","100_8215.jpg",,"100_8215","2011-04-11 12:11:36","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 5.6"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 12:11 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/640 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8215.jpg"
"226","100_8216","0","12","100_8216.jpg",,"100_8216","2011-04-11 12:12:05","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 5.6"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 12:12 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8216.jpg"
"227","100_8217","0","12","100_8217.jpg",,"100_8217","2011-04-11 12:12:10","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 5.6"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 12:12 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/800 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8217.jpg"
"228","100_8218","0","12","100_8218.jpg",,"100_8218","2011-04-11 12:12:13","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 12:12 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8218.jpg"
"229","100_8219","0","12","100_8219.jpg",,"100_8219","2011-04-11 12:12:17","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 12:12 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1250 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8219.jpg"
"230","100_8220","0","12","100_8220.jpg",,"100_8220","2011-04-11 12:12:21","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 5.6"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 12:12 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8220.jpg"
"231","100_8221","0","12","100_8221.jpg",,"100_8221","2011-04-11 12:12:25","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 5.6"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 12:12 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8221.jpg"
"232","100_8225","0","12","100_8225.jpg",,"100_8225","2011-04-11 12:16:37","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 5.6"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 12:16 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8225.jpg"
"233","100_8226","0","12","100_8226.jpg",,"100_8226","2011-04-11 12:16:42","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 12:16 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1250 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8226.jpg"
"234","100_8227","0","12","100_8227.jpg",,"100_8227","2011-04-11 12:16:46","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 12:16 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1250 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8227.jpg"
"235","100_8228","0","12","100_8228.jpg",,"100_8228","2011-04-11 12:21:27","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 2.8"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 12:21 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""7.6 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/500 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8228.jpg"
"236","100_8229","0","12","100_8229.jpg",,"100_8229","2011-04-11 12:22:02","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 5.6"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 12:22 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""7.6 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8229.jpg"
"237","100_8230","0","12","100_8230.jpg",,"100_8230","2011-04-11 12:22:29","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 5.6"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 12:22 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:6:""7.6 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/800 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8230.jpg"
"238","100_8231","0","12","100_8231.jpg",,"100_8231","2011-04-11 12:26:25","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 3.2"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 12:26 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""19.3 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/800 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8231.jpg"
"239","100_8232","0","12","100_8232.jpg",,"100_8232","2011-04-11 12:26:28","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 4.5"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:23:""April 11, 2011 12:26 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""19.3 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/500 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8232.jpg"
"240","100_8236","0","12","100_8236.jpg",,"100_8236","2011-04-11 13:38:42","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:5:""F 5.6"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 11, 2011 1:38 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/800 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8236.jpg"
"241","100_8237","0","12","100_8237.jpg",,"100_8237","2011-04-11 13:39:09","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 11, 2011 1:39 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/640 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8237.jpg"
"242","100_8238","0","12","100_8238.jpg",,"100_8238","2011-04-11 13:39:14","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 11, 2011 1:39 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:10:""1/1000 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8238.jpg"
"243","100_8239","0","12","100_8239.jpg",,"100_8239","2011-04-11 13:39:16","0","0","a:17:{i:0;b:0;s:8:""aperture"";s:3:""F 4"";s:6:""credit"";b:0;s:6:""camera"";s:33:""KODAK Z812 IS ZOOM DIGITAL CAMERA"";s:7:""caption"";b:0;s:17:""created_timestamp"";s:22:""April 11, 2011 1:39 pm"";s:9:""copyright"";b:0;s:12:""focal_length"";s:7:""5.85 mm"";s:3:""iso"";i:70;s:13:""shutter_speed"";s:9:""1/640 sec"";s:5:""flash"";s:9:""Not fired"";s:5:""title"";b:0;s:8:""keywords"";b:0;s:5:""width"";i:3264;s:6:""height"";i:2448;s:5:""saved"";b:1;s:9:""thumbnail"";a:2:{s:5:""width"";i:100;s:6:""height"";i:75;}}","sites/default/files/wp-content/gallery/freedom-of-the-seas/100_8239.jpg"
